question,reponse,terme_original,type,categorie,type_question,necessite_avertissement
Qu'entend-on par Électrocardiogramme ?,Électrocardiogramme (ECG) est une procédure médicale en Diagnostic. Procédure médicale diagnostic réalisée à des fins de diagnostic ou de traitement.,Électrocardiogramme,procedure,Diagnostic,definition,False
Pourrais-tu expliquer Électrocardiogramme ?,Électrocardiogramme (ECG) est une procédure médicale en Diagnostic. Procédure médicale diagnostic réalisée à des fins de diagnostic ou de traitement.,Électrocardiogramme,procedure,Diagnostic,definition,False
Aide-moi à comprendre Électrocardiogramme,Électrocardiogramme (ECG) est une procédure médicale en Diagnostic. Procédure médicale diagnostic réalisée à des fins de diagnostic ou de traitement.,Électrocardiogramme,procedure,Diagnostic,definition,False
Qu'est-ce que ECG signifie ?,ECG signifie Électrocardiogramme. C'est un terme utilisé en Diagnostic.,Électrocardiogramme,procedure,Diagnostic,abbreviation,False
ECG veut dire quoi ?,ECG signifie Électrocardiogramme. C'est un terme utilisé en Diagnostic.,Électrocardiogramme,procedure,Diagnostic,abbreviation,False
Comment se déroule Électrocardiogramme ?,Électrocardiogramme est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Électrocardiogramme,procedure,Diagnostic,procedure,False
C'est quoi Coloscopie ?,Coloscopie est une procédure médicale en Diagnostic. Procédure médicale diagnostic réalisée à des fins de diagnostic ou de traitement.,Coloscopie,procedure,Diagnostic,definition,False
Peux-tu me dire ce qu'est Coloscopie ?,Coloscopie est une procédure médicale en Diagnostic. Procédure médicale diagnostic réalisée à des fins de diagnostic ou de traitement.,Coloscopie,procedure,Diagnostic,definition,False
Définis Coloscopie,Coloscopie est une procédure médicale en Diagnostic. Procédure médicale diagnostic réalisée à des fins de diagnostic ou de traitement.,Coloscopie,procedure,Diagnostic,definition,False
Déroulement de Coloscopie ?,Coloscopie est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Coloscopie,procedure,Diagnostic,procedure,False
Peux-tu me dire ce qu'est Endoscopie ?,Endoscopie est une procédure médicale en Diagnostic. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Endoscopie,procedure,Diagnostic,definition,False
Peux-tu m'expliquer ce qu'est Endoscopie ?,Endoscopie est une procédure médicale en Diagnostic. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Endoscopie,procedure,Diagnostic,definition,False
"En médecine, qu'est-ce que Endoscopie ?",Endoscopie est une procédure médicale en Diagnostic. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Endoscopie,procedure,Diagnostic,definition,False
Déroulement de Endoscopie ?,Endoscopie est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Endoscopie,procedure,Diagnostic,procedure,False
"Coronarographie, qu'est-ce que c'est exactement ?",Coronarographie est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Coronarographie,procedure,Diagnostic,definition,False
Qu'entend-on par Coronarographie ?,Coronarographie est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Coronarographie,procedure,Diagnostic,definition,False
"En médecine, qu'est-ce que Coronarographie ?",Coronarographie est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Coronarographie,procedure,Diagnostic,definition,False
En quoi consiste Coronarographie ?,Coronarographie est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Coronarographie,procedure,Diagnostic,procedure,False
"Biopsie, qu'est-ce que c'est exactement ?",Biopsie est une procédure médicale en Diagnostic. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Biopsie,procedure,Diagnostic,definition,False
C'est quoi Biopsie ?,Biopsie est une procédure médicale en Diagnostic. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Biopsie,procedure,Diagnostic,definition,False
Donne-moi la définition de Biopsie,Biopsie est une procédure médicale en Diagnostic. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Biopsie,procedure,Diagnostic,definition,False
Déroulement de Biopsie ?,Biopsie est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Biopsie,procedure,Diagnostic,procedure,False
Donne-moi la définition de Kinésithérapie,Kinésithérapie (Kiné) est une procédure médicale en Rééducatif. Procédure médicale rééducatif réalisée à des fins de diagnostic ou de traitement.,Kinésithérapie,procedure,Rééducatif,definition,False
Peux-tu me dire ce qu'est Kinésithérapie ?,Kinésithérapie (Kiné) est une procédure médicale en Rééducatif. Procédure médicale rééducatif réalisée à des fins de diagnostic ou de traitement.,Kinésithérapie,procedure,Rééducatif,definition,False
Qu'est-ce que Kinésithérapie ?,Kinésithérapie (Kiné) est une procédure médicale en Rééducatif. Procédure médicale rééducatif réalisée à des fins de diagnostic ou de traitement.,Kinésithérapie,procedure,Rééducatif,definition,False
Que veut dire Kiné en médecine ?,Kiné signifie Kinésithérapie. C'est un terme utilisé en Rééducatif.,Kinésithérapie,procedure,Rééducatif,abbreviation,False
Que signifie l'abréviation Kiné ?,Kiné signifie Kinésithérapie. C'est un terme utilisé en Rééducatif.,Kinésithérapie,procedure,Rééducatif,abbreviation,False
Déroulement de Kinésithérapie ?,Kinésithérapie est une procédure médicale Rééducatif. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Kinésithérapie,procedure,Rééducatif,procedure,False
Donne-moi la définition de Chimiothérapie,Chimiothérapie (Chimio) est une procédure médicale en Thérapeutique. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Chimiothérapie,procedure,Thérapeutique,definition,False
Qu'entend-on par Chimiothérapie ?,Chimiothérapie (Chimio) est une procédure médicale en Thérapeutique. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Chimiothérapie,procedure,Thérapeutique,definition,False
"Dans le contexte médical, que signifie Chimiothérapie ?",Chimiothérapie (Chimio) est une procédure médicale en Thérapeutique. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Chimiothérapie,procedure,Thérapeutique,definition,False
C'est quoi Chimio ?,Chimio signifie Chimiothérapie. C'est un terme utilisé en Thérapeutique.,Chimiothérapie,procedure,Thérapeutique,abbreviation,False
Chimio veut dire quoi ?,Chimio signifie Chimiothérapie. C'est un terme utilisé en Thérapeutique.,Chimiothérapie,procedure,Thérapeutique,abbreviation,False
Déroulement de Chimiothérapie ?,Chimiothérapie est une procédure médicale Thérapeutique. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Chimiothérapie,procedure,Thérapeutique,procedure,False
Aide-moi à comprendre Radiothérapie,Radiothérapie (Radio) est une procédure médicale en Thérapeutique. Procédure médicale thérapeutique réalisée à des fins de diagnostic ou de traitement.,Radiothérapie,procedure,Thérapeutique,definition,False
C'est quoi Radiothérapie ?,Radiothérapie (Radio) est une procédure médicale en Thérapeutique. Procédure médicale thérapeutique réalisée à des fins de diagnostic ou de traitement.,Radiothérapie,procedure,Thérapeutique,definition,False
Qu'entend-on par Radiothérapie ?,Radiothérapie (Radio) est une procédure médicale en Thérapeutique. Procédure médicale thérapeutique réalisée à des fins de diagnostic ou de traitement.,Radiothérapie,procedure,Thérapeutique,definition,False
Explique Radio,Radio signifie Radiothérapie. C'est un terme utilisé en Thérapeutique.,Radiothérapie,procedure,Thérapeutique,abbreviation,False
Qu'est-ce que Radio signifie ?,Radio signifie Radiothérapie. C'est un terme utilisé en Thérapeutique.,Radiothérapie,procedure,Thérapeutique,abbreviation,False
En quoi consiste Radiothérapie ?,Radiothérapie est une procédure médicale Thérapeutique. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Radiothérapie,procedure,Thérapeutique,procedure,False
"Vaccination, qu'est-ce que c'est exactement ?",Vaccination est une procédure médicale en Préventif. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Vaccination,procedure,Préventif,definition,False
Aide-moi à comprendre Vaccination,Vaccination est une procédure médicale en Préventif. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Vaccination,procedure,Préventif,definition,False
Donne-moi la définition de Vaccination,Vaccination est une procédure médicale en Préventif. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Vaccination,procedure,Préventif,definition,False
Déroulement de Vaccination ?,Vaccination est une procédure médicale Préventif. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Vaccination,procedure,Préventif,procedure,False
J'aimerais savoir ce qu'est Appendicectomie,Appendicectomie est une procédure médicale en Chirurgical. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Appendicectomie,procedure,Chirurgical,definition,False
Explique-moi Appendicectomie,Appendicectomie est une procédure médicale en Chirurgical. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Appendicectomie,procedure,Chirurgical,definition,False
C'est quoi Appendicectomie ?,Appendicectomie est une procédure médicale en Chirurgical. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Appendicectomie,procedure,Chirurgical,definition,False
En quoi consiste Appendicectomie ?,Appendicectomie est une procédure médicale Chirurgical. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Appendicectomie,procedure,Chirurgical,procedure,False
Pourrais-tu expliquer Cholécystectomie ?,Cholécystectomie est une procédure médicale en Chirurgical. Technique médicale chirurgical standard avec des protocoles établis.,Cholécystectomie,procedure,Chirurgical,definition,False
Je voudrais comprendre ce qu'est Cholécystectomie,Cholécystectomie est une procédure médicale en Chirurgical. Technique médicale chirurgical standard avec des protocoles établis.,Cholécystectomie,procedure,Chirurgical,definition,False
J'aimerais savoir ce qu'est Cholécystectomie,Cholécystectomie est une procédure médicale en Chirurgical. Technique médicale chirurgical standard avec des protocoles établis.,Cholécystectomie,procedure,Chirurgical,definition,False
